1671680667.199406 server started (5643): version 3.2a, socket /tmp/tmux-1000/default, protocol 8
1671680667.199417 on Linux 5.15.79.1-microsoft-standard-WSL2 #1 SMP Wed Nov 23 01:01:46 UTC 2022
1671680667.199421 using libevent 2.1.12-stable (poll); ncurses 6.3
1671680667.199450 input_key_build: 0x10e003 (PasteStart) is \033[200~
1671680667.199509 input_key_build: 0x10e0b8 (KP5) is 5
1671680667.199511 input_key_build: 0x10e0b9 (KP6) is 6
1671680667.199514 input_key_build: 0x10e0ba (KP1) is 1
1671680667.199516 input_key_build: 0x10e0bb (KP2) is 2
1671680667.199517 input_key_build: 0x10e0bc (KP3) is 3
1671680667.199519 input_key_build: 0x10e0bd (KPEnter) is \n
1671680667.199521 input_key_build: 0x10e0be (KP0) is 0
1671680667.199522 input_key_build: 0x10e0bf (KP.) is .
1671680667.199524 input_key_build: 0x20000010e099 (C-F1) is \033[1;5P
1671680667.199526 input_key_build: 0x20000010e09a (C-F2) is \033[1;5Q
1671680667.199527 input_key_build: 0x20000010e09b (C-F3) is \033[1;5R
1671680667.199530 input_key_build: 0x20000010e09c (C-F4) is \033[1;5S
1671680667.199532 input_key_build: 0x20000010e09d (C-F5) is \033[15;5~
1671680667.199534 input_key_build: 0x20000010e09e (C-F6) is \033[17;5~
1671680667.199535 input_key_build: 0x20000010e09f (C-F7) is \033[18;5~
1671680667.199537 input_key_build: 0x20000010e0a0 (C-F8) is \033[19;5~
1671680667.199539 input_key_build: 0x20000010e0a1 (C-F9) is \033[20;5~
1671680667.199540 input_key_build: 0x20000010e0a2 (C-F10) is \033[21;5~
1671680667.199543 input_key_build: 0x20000010e0a3 (C-F11) is \033[23;5~
1671680667.199545 input_key_build: 0x20000010e0a4 (C-F12) is \033[24;5~
1671680667.199547 input_key_build: 0x20000010e0a5 (C-IC) is \033[2;5~
1671680667.199548 input_key_build: 0x20000010e0a6 (C-DC) is \033[3;5~
1671680667.199550 input_key_build: 0x20000010e0a7 (C-Home) is \033[1;5H
1671680667.199552 input_key_build: 0x20000010e0a8 (C-End) is \033[1;5F
1671680667.199554 input_key_build: 0x20000010e0a9 (C-NPage) is \033[6;5~
1671680667.199555 input_key_build: 0x20000010e0aa (C-PPage) is \033[5;5~
1671680667.199557 input_key_build: 0x20000010e0ac (C-Up) is \033[1;5A
1671680667.199559 input_key_build: 0x20000010e0ad (C-Down) is \033[1;5B
1671680667.199563 input_key_build: 0x20000010e0ae (C-Left) is \033[1;5D
1671680667.199565 input_key_build: 0x20000010e0af (C-Right) is \033[1;5C
1671680667.199567 input_key_build: 0x40000010e099 (S-F1) is \033[1;2P
1671680667.199568 input_key_build: 0x40000010e09a (S-F2) is \033[1;2Q
1671680667.199570 input_key_build: 0x40000010e09b (S-F3) is \033[1;2R
1671680667.199572 input_key_build: 0x40000010e09c (S-F4) is \033[1;2S
1671680667.199574 input_key_build: 0x40000010e09d (S-F5) is \033[15;2~
1671680667.199577 input_key_build: 0x40000010e09e (S-F6) is \033[17;2~
1671680667.199579 input_key_build: 0x40000010e09f (S-F7) is \033[18;2~
1671680667.199581 input_key_build: 0x40000010e0a0 (S-F8) is \033[19;2~
1671680667.199583 input_key_build: 0x40000010e0a1 (S-F9) is \033[20;2~
1671680667.199584 input_key_build: 0x40000010e0a2 (S-F10) is \033[21;2~
1671680667.199586 input_key_build: 0x40000010e0a3 (S-F11) is \033[23;2~
1671680667.199588 input_key_build: 0x40000010e0a4 (S-F12) is \033[24;2~
1671680667.199589 input_key_build: 0x40000010e0a5 (S-IC) is \033[2;2~
1671680667.199591 input_key_build: 0x40000010e0a6 (S-DC) is \033[3;2~
1671680667.199593 input_key_build: 0x40000010e0a7 (S-Home) is \033[1;2H
1671680667.199594 input_key_build: 0x40000010e0a8 (S-End) is \033[1;2F
1671680667.199596 input_key_build: 0x40000010e0a9 (S-NPage) is \033[6;2~
1671680667.199598 input_key_build: 0x40000010e0aa (S-PPage) is \033[5;2~
1671680667.199600 input_key_build: 0x40000010e0ac (S-Up) is \033[1;2A
1671680667.199601 input_key_build: 0x40000010e0ad (S-Down) is \033[1;2B
1671680667.199603 input_key_build: 0x40000010e0ae (S-Left) is \033[1;2D
1671680667.199605 input_key_build: 0x40000010e0af (S-Right) is \033[1;2C
1671680667.199607 input_key_build: 0x60000010e099 (C-S-F1) is \033[1;6P
1671680667.199608 input_key_build: 0x60000010e09a (C-S-F2) is \033[1;6Q
1671680667.199610 input_key_build: 0x60000010e09b (C-S-F3) is \033[1;6R
1671680667.199612 input_key_build: 0x60000010e09c (C-S-F4) is \033[1;6S
1671680667.199615 input_key_build: 0x60000010e09d (C-S-F5) is \033[15;6~
1671680667.199617 input_key_build: 0x60000010e09e (C-S-F6) is \033[17;6~
1671680667.199618 input_key_build: 0x60000010e09f (C-S-F7) is \033[18;6~
1671680667.199620 input_key_build: 0x60000010e0a0 (C-S-F8) is \033[19;6~
1671680667.199622 input_key_build: 0x60000010e0a1 (C-S-F9) is \033[20;6~
1671680667.199623 input_key_build: 0x60000010e0a2 (C-S-F10) is \033[21;6~
1671680667.199625 input_key_build: 0x60000010e0a3 (C-S-F11) is \033[23;6~
1671680667.199627 input_key_build: 0x60000010e0a4 (C-S-F12) is \033[24;6~
1671680667.199628 input_key_build: 0x60000010e0a5 (C-S-IC) is \033[2;6~
1671680667.199630 input_key_build: 0x60000010e0a6 (C-S-DC) is \033[3;6~
1671680667.199632 input_key_build: 0x60000010e0a7 (C-S-Home) is \033[1;6H
1671680667.199633 input_key_build: 0x60000010e0a8 (C-S-End) is \033[1;6F
1671680667.199635 input_key_build: 0x60000010e0a9 (C-S-NPage) is \033[6;6~
1671680667.199637 input_key_build: 0x60000010e0aa (C-S-PPage) is \033[5;6~
1671680667.199639 input_key_build: 0x60000010e0ac (C-S-Up) is \033[1;6A
1671680667.199641 input_key_build: 0x60000010e0ad (C-S-Down) is \033[1;6B
1671680667.199643 input_key_build: 0x60000010e0ae (C-S-Left) is \033[1;6D
1671680667.199645 input_key_build: 0x60000010e0af (C-S-Right) is \033[1;6C
1671680667.199647 input_key_build: 0x200000010e0b0 (KP/[K]) is \033Oo
1671680667.199648 input_key_build: 0x200000010e0b1 (KP*[K]) is \033Oj
1671680667.199650 input_key_build: 0x200000010e0b2 (KP-[K]) is \033Om
1671680667.199652 input_key_build: 0x200000010e0b3 (KP7[K]) is \033Ow
1671680667.199654 input_key_build: 0x200000010e0b4 (KP8[K]) is \033Ox
1671680667.199656 input_key_build: 0x200000010e0b5 (KP9[K]) is \033Oy
1671680667.199657 input_key_build: 0x200000010e0b6 (KP+[K]) is \033Ok
1671680667.199659 input_key_build: 0x200000010e0b7 (KP4[K]) is \033Ot
1671680667.199661 input_key_build: 0x200000010e0b8 (KP5[K]) is \033Ou
1671680667.199662 input_key_build: 0x200000010e0b9 (KP6[K]) is \033Ov
1671680667.199664 input_key_build: 0x200000010e0ba (KP1[K]) is \033Oq
1671680667.199667 input_key_build: 0x200000010e0bb (KP2[K]) is \033Or
1671680667.199669 input_key_build: 0x200000010e0bc (KP3[K]) is \033Os
1671680667.199672 input_key_build: 0x200000010e0bd (KPEnter[K]) is \033OM
1671680667.199674 input_key_build: 0x200000010e0be (KP0[K]) is \033Op
1671680667.199675 input_key_build: 0x200000010e0bf (KP.[K]) is \033On
1671680667.199677 input_key_build: 0x400000010e0ac (Up[C]) is \033OA
1671680667.199680 input_key_build: 0x400000010e0ad (Down[C]) is \033OB
1671680667.199682 input_key_build: 0x400000010e0ae (Left[C]) is \033OD
1671680667.199684 input_key_build: 0x400000010e0af (Right[C]) is \033OC
1671680667.199686 input_key_build: 0x810000010e099 (M-F1[I]) is \033[1;3P
1671680667.199687 input_key_build: 0x810000010e09a (M-F2[I]) is \033[1;3Q
1671680667.199689 input_key_build: 0x810000010e09b (M-F3[I]) is \033[1;3R
1671680667.199691 input_key_build: 0x810000010e09c (M-F4[I]) is \033[1;3S
1671680667.199693 input_key_build: 0x810000010e09d (M-F5[I]) is \033[15;3~
1671680667.199695 input_key_build: 0x810000010e09e (M-F6[I]) is \033[17;3~
1671680667.199697 input_key_build: 0x810000010e09f (M-F7[I]) is \033[18;3~
1671680667.199698 input_key_build: 0x810000010e0a0 (M-F8[I]) is \033[19;3~
1671680667.199700 input_key_build: 0x810000010e0a1 (M-F9[I]) is \033[20;3~
1671680667.199702 input_key_build: 0x810000010e0a2 (M-F10[I]) is \033[21;3~
1671680667.199704 input_key_build: 0x810000010e0a3 (M-F11[I]) is \033[23;3~
1671680667.199706 input_key_build: 0x810000010e0a4 (M-F12[I]) is \033[24;3~
1671680667.199707 input_key_build: 0x810000010e0a5 (M-IC[I]) is \033[2;3~
1671680667.199709 input_key_build: 0x810000010e0a6 (M-DC[I]) is \033[3;3~
1671680667.199711 input_key_build: 0x810000010e0a7 (M-Home[I]) is \033[1;3H
1671680667.199713 input_key_build: 0x810000010e0a8 (M-End[I]) is \033[1;3F
1671680667.199714 input_key_build: 0x810000010e0a9 (M-NPage[I]) is \033[6;3~
1671680667.199716 input_key_build: 0x810000010e0aa (M-PPage[I]) is \033[5;3~
1671680667.199718 input_key_build: 0x810000010e0ac (M-Up[I]) is \033[1;3A
1671680667.199720 input_key_build: 0x810000010e0ad (M-Down[I]) is \033[1;3B
1671680667.199722 input_key_build: 0x810000010e0ae (M-Left[I]) is \033[1;3D
1671680667.199724 input_key_build: 0x810000010e0af (M-Right[I]) is \033[1;3C
1671680667.199726 input_key_build: 0x830000010e099 (C-M-F1[I]) is \033[1;7P
1671680667.199728 input_key_build: 0x830000010e09a (C-M-F2[I]) is \033[1;7Q
1671680667.199730 input_key_build: 0x830000010e09b (C-M-F3[I]) is \033[1;7R
1671680667.199732 input_key_build: 0x830000010e09c (C-M-F4[I]) is \033[1;7S
1671680667.199734 input_key_build: 0x830000010e09d (C-M-F5[I]) is \033[15;7~
1671680667.199735 input_key_build: 0x830000010e09e (C-M-F6[I]) is \033[17;7~
1671680667.199737 input_key_build: 0x830000010e09f (C-M-F7[I]) is \033[18;7~
1671680667.199739 input_key_build: 0x830000010e0a0 (C-M-F8[I]) is \033[19;7~
1671680667.199741 input_key_build: 0x830000010e0a1 (C-M-F9[I]) is \033[20;7~
1671680667.199742 input_key_build: 0x830000010e0a2 (C-M-F10[I]) is \033[21;7~
1671680667.199744 input_key_build: 0x830000010e0a3 (C-M-F11[I]) is \033[23;7~
1671680667.199746 input_key_build: 0x830000010e0a4 (C-M-F12[I]) is \033[24;7~
1671680667.199748 input_key_build: 0x830000010e0a5 (C-M-IC[I]) is \033[2;7~
1671680667.199749 input_key_build: 0x830000010e0a6 (C-M-DC[I]) is \033[3;7~
1671680667.199751 input_key_build: 0x830000010e0a7 (C-M-Home[I]) is \033[1;7H
1671680667.199753 input_key_build: 0x830000010e0a8 (C-M-End[I]) is \033[1;7F
1671680667.199754 input_key_build: 0x830000010e0a9 (C-M-NPage[I]) is \033[6;7~
1671680667.199756 input_key_build: 0x830000010e0aa (C-M-PPage[I]) is \033[5;7~
1671680667.199758 input_key_build: 0x830000010e0ac (C-M-Up[I]) is \033[1;7A
1671680667.199761 input_key_build: 0x830000010e0ad (C-M-Down[I]) is \033[1;7B
1671680667.199763 input_key_build: 0x830000010e0ae (C-M-Left[I]) is \033[1;7D
1671680667.199764 input_key_build: 0x830000010e0af (C-M-Right[I]) is \033[1;7C
1671680667.199766 input_key_build: 0x850000010e099 (M-S-F1[I]) is \033[1;4P
1671680667.199768 input_key_build: 0x850000010e09a (M-S-F2[I]) is \033[1;4Q
1671680667.199771 input_key_build: 0x850000010e09b (M-S-F3[I]) is \033[1;4R
1671680667.199772 input_key_build: 0x850000010e09c (M-S-F4[I]) is \033[1;4S
1671680667.199774 input_key_build: 0x850000010e09d (M-S-F5[I]) is \033[15;4~
1671680667.199776 input_key_build: 0x850000010e09e (M-S-F6[I]) is \033[17;4~
1671680667.199778 input_key_build: 0x850000010e09f (M-S-F7[I]) is \033[18;4~
1671680667.199780 input_key_build: 0x850000010e0a0 (M-S-F8[I]) is \033[19;4~
1671680667.199782 input_key_build: 0x850000010e0a1 (M-S-F9[I]) is \033[20;4~
1671680667.199783 input_key_build: 0x850000010e0a2 (M-S-F10[I]) is \033[21;4~
1671680667.199785 input_key_build: 0x850000010e0a3 (M-S-F11[I]) is \033[23;4~
1671680667.199787 input_key_build: 0x850000010e0a4 (M-S-F12[I]) is \033[24;4~
1671680667.199788 input_key_build: 0x850000010e0a5 (M-S-IC[I]) is \033[2;4~
1671680667.199790 input_key_build: 0x850000010e0a6 (M-S-DC[I]) is \033[3;4~
1671680667.199792 input_key_build: 0x850000010e0a7 (M-S-Home[I]) is \033[1;4H
1671680667.199793 input_key_build: 0x850000010e0a8 (M-S-End[I]) is \033[1;4F
1671680667.199795 input_key_build: 0x850000010e0a9 (M-S-NPage[I]) is \033[6;4~
1671680667.199796 input_key_build: 0x850000010e0aa (M-S-PPage[I]) is \033[5;4~
1671680667.199799 input_key_build: 0x850000010e0ac (M-S-Up[I]) is \033[1;4A
1671680667.199800 input_key_build: 0x850000010e0ad (M-S-Down[I]) is \033[1;4B
1671680667.199802 input_key_build: 0x850000010e0ae (M-S-Left[I]) is \033[1;4D
1671680667.199803 input_key_build: 0x850000010e0af (M-S-Right[I]) is \033[1;4C
1671680667.199805 input_key_build: 0x870000010e099 (C-M-S-F1[I]) is \033[1;8P
1671680667.199807 input_key_build: 0x870000010e09a (C-M-S-F2[I]) is \033[1;8Q
1671680667.199809 input_key_build: 0x870000010e09b (C-M-S-F3[I]) is \033[1;8R
1671680667.199810 input_key_build: 0x870000010e09c (C-M-S-F4[I]) is \033[1;8S
1671680667.199812 input_key_build: 0x870000010e09d (C-M-S-F5[I]) is \033[15;8~
1671680667.199813 input_key_build: 0x870000010e09e (C-M-S-F6[I]) is \033[17;8~
1671680667.199815 input_key_build: 0x870000010e09f (C-M-S-F7[I]) is \033[18;8~
1671680667.199817 input_key_build: 0x870000010e0a0 (C-M-S-F8[I]) is \033[19;8~
1671680667.199818 input_key_build: 0x870000010e0a1 (C-M-S-F9[I]) is \033[20;8~
1671680667.199820 input_key_build: 0x870000010e0a2 (C-M-S-F10[I]) is \033[21;8~
1671680667.199821 input_key_build: 0x870000010e0a3 (C-M-S-F11[I]) is \033[23;8~
1671680667.199823 input_key_build: 0x870000010e0a4 (C-M-S-F12[I]) is \033[24;8~
1671680667.199824 input_key_build: 0x870000010e0a5 (C-M-S-IC[I]) is \033[2;8~
1671680667.199826 input_key_build: 0x870000010e0a6 (C-M-S-DC[I]) is \033[3;8~
1671680667.199828 input_key_build: 0x870000010e0a7 (C-M-S-Home[I]) is \033[1;8H
1671680667.199830 input_key_build: 0x870000010e0a8 (C-M-S-End[I]) is \033[1;8F
1671680667.199832 input_key_build: 0x870000010e0a9 (C-M-S-NPage[I]) is \033[6;8~
1671680667.199834 input_key_build: 0x870000010e0aa (C-M-S-PPage[I]) is \033[5;8~
1671680667.199835 input_key_build: 0x870000010e0ac (C-M-S-Up[I]) is \033[1;8A
1671680667.199837 input_key_build: 0x870000010e0ad (C-M-S-Down[I]) is \033[1;8B
1671680667.199838 input_key_build: 0x870000010e0ae (C-M-S-Left[I]) is \033[1;8D
1671680667.199840 input_key_build: 0x870000010e0af (C-M-S-Right[I]) is \033[1;8C
1671680667.199850 yylex_token: bind
1671680667.199872 yylex_token: -N
1671680667.199876 yylex_token: Send the prefix key
1671680667.199877 yylex_token: C-b
1671680667.199879 yylex_token: send-prefix
1671680667.199885 cmd_parse_build_commands: 0 bind
1671680667.199887 cmd_parse_build_commands: argv[0]=bind
1671680667.199888 cmd_parse_build_commands: argv[1]=-N
1671680667.199890 cmd_parse_build_commands: argv[2]=Send the prefix key
1671680667.199891 cmd_parse_build_commands: argv[3]=C-b
1671680667.199894 cmd_parse_build_commands: argv[4]=send-prefix
1671680667.199897 cmd_parse: bind-key: argv[0]=bind
1671680667.199899 cmd_parse: bind-key: argv[1]=-N
1671680667.199900 cmd_parse: bind-key: argv[2]=Send the prefix key
1671680667.199901 cmd_parse: bind-key: argv[3]=C-b
1671680667.199906 cmd_parse: bind-key: argv[4]=send-prefix
1671680667.199913 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b send-prefix
1671680667.199916 cmdq_get_command: [bind-key/0x5574e0818a50] group 2
1671680667.199918 cmdq_append <global>: [bind-key/0x5574e0818a50]
1671680667.199920 yylex_token: bind
1671680667.199922 yylex_token: -N
1671680667.199924 yylex_token: Rotate through the panes
1671680667.199931 yylex_token: C-o
1671680667.199934 yylex_token: rotate-window
1671680667.199937 cmd_parse_build_commands: 0 bind
1671680667.199939 cmd_parse_build_commands: argv[0]=bind
1671680667.199941 cmd_parse_build_commands: argv[1]=-N
1671680667.199943 cmd_parse_build_commands: argv[2]=Rotate through the panes
1671680667.199944 cmd_parse_build_commands: argv[3]=C-o
1671680667.199946 cmd_parse_build_commands: argv[4]=rotate-window
1671680667.199947 cmd_parse: bind-key: argv[0]=bind
1671680667.199949 cmd_parse: bind-key: argv[1]=-N
1671680667.199950 cmd_parse: bind-key: argv[2]=Rotate through the panes
1671680667.199952 cmd_parse: bind-key: argv[3]=C-o
1671680667.199953 cmd_parse: bind-key: argv[4]=rotate-window
1671680667.199958 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o rotate-window
1671680667.199960 cmdq_get_command: [bind-key/0x5574e081b430] group 5
1671680667.199962 cmdq_append <global>: [bind-key/0x5574e081b430]
1671680667.199964 yylex_token: bind
1671680667.199965 yylex_token: -N
1671680667.199967 yylex_token: Suspend the current client
1671680667.199969 yylex_token: C-z
1671680667.199970 yylex_token: suspend-client
1671680667.199972 cmd_parse_build_commands: 0 bind
1671680667.199974 cmd_parse_build_commands: argv[0]=bind
1671680667.199975 cmd_parse_build_commands: argv[1]=-N
1671680667.199977 cmd_parse_build_commands: argv[2]=Suspend the current client
1671680667.199978 cmd_parse_build_commands: argv[3]=C-z
1671680667.199980 cmd_parse_build_commands: argv[4]=suspend-client
1671680667.199981 cmd_parse: bind-key: argv[0]=bind
1671680667.199982 cmd_parse: bind-key: argv[1]=-N
1671680667.199984 cmd_parse: bind-key: argv[2]=Suspend the current client
1671680667.199985 cmd_parse: bind-key: argv[3]=C-z
1671680667.199987 cmd_parse: bind-key: argv[4]=suspend-client
1671680667.199990 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z suspend-client
1671680667.199994 cmdq_get_command: [bind-key/0x5574e0816ee0] group 8
1671680667.199995 cmdq_append <global>: [bind-key/0x5574e0816ee0]
1671680667.199997 yylex_token: bind
1671680667.199998 yylex_token: -N
1671680667.200000 yylex_token: Select next layout
1671680667.200002 yylex_token: Space
1671680667.200003 yylex_token: next-layout
1671680667.200005 cmd_parse_build_commands: 0 bind
1671680667.200007 cmd_parse_build_commands: argv[0]=bind
1671680667.200008 cmd_parse_build_commands: argv[1]=-N
1671680667.200010 cmd_parse_build_commands: argv[2]=Select next layout
1671680667.200011 cmd_parse_build_commands: argv[3]=Space
1671680667.200013 cmd_parse_build_commands: argv[4]=next-layout
1671680667.200015 cmd_parse: bind-key: argv[0]=bind
1671680667.200016 cmd_parse: bind-key: argv[1]=-N
1671680667.200018 cmd_parse: bind-key: argv[2]=Select next layout
1671680667.200019 cmd_parse: bind-key: argv[3]=Space
1671680667.200020 cmd_parse: bind-key: argv[4]=next-layout
1671680667.200024 cmd_parse_build_commands: bind-key -N "Select next layout" Space next-layout
1671680667.200026 cmdq_get_command: [bind-key/0x5574e0815e50] group 11
1671680667.200027 cmdq_append <global>: [bind-key/0x5574e0815e50]
1671680667.200029 yylex_token: bind
1671680667.200031 yylex_token: -N
1671680667.200033 yylex_token: Break pane to a new window
1671680667.200035 yylex_token: !
1671680667.200036 yylex_token: break-pane
1671680667.200038 cmd_parse_build_commands: 0 bind
1671680667.200040 cmd_parse_build_commands: argv[0]=bind
1671680667.200041 cmd_parse_build_commands: argv[1]=-N
1671680667.200042 cmd_parse_build_commands: argv[2]=Break pane to a new window
1671680667.200044 cmd_parse_build_commands: argv[3]=!
1671680667.200045 cmd_parse_build_commands: argv[4]=break-pane
1671680667.200050 cmd_parse: bind-key: argv[0]=bind
1671680667.200051 cmd_parse: bind-key: argv[1]=-N
1671680667.200053 cmd_parse: bind-key: argv[2]=Break pane to a new window
1671680667.200055 cmd_parse: bind-key: argv[3]=!
1671680667.200056 cmd_parse: bind-key: argv[4]=break-pane
1671680667.200059 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! break-pane
1671680667.200061 cmdq_get_command: [bind-key/0x5574e0816380] group 14
1671680667.200063 cmdq_append <global>: [bind-key/0x5574e0816380]
1671680667.200065 yylex_token: bind
1671680667.200066 yylex_token: -N
1671680667.200068 yylex_token: Split window vertically
1671680667.200070 yylex_token: "
1671680667.200071 yylex_token: split-window
1671680667.200073 cmd_parse_build_commands: 0 bind
1671680667.200075 cmd_parse_build_commands: argv[0]=bind
1671680667.200076 cmd_parse_build_commands: argv[1]=-N
1671680667.200077 cmd_parse_build_commands: argv[2]=Split window vertically
1671680667.200079 cmd_parse_build_commands: argv[3]="
1671680667.200080 cmd_parse_build_commands: argv[4]=split-window
1671680667.200082 cmd_parse: bind-key: argv[0]=bind
1671680667.200083 cmd_parse: bind-key: argv[1]=-N
1671680667.200084 cmd_parse: bind-key: argv[2]=Split window vertically
1671680667.200086 cmd_parse: bind-key: argv[3]="
1671680667.200087 cmd_parse: bind-key: argv[4]=split-window
1671680667.200091 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" split-window
1671680667.200105 cmdq_get_command: [bind-key/0x5574e0817870] group 17
1671680667.200108 cmdq_append <global>: [bind-key/0x5574e0817870]
1671680667.200110 yylex_token: bind
1671680667.200112 yylex_token: -N
1671680667.200114 yylex_token: List all paste buffers
1671680667.200115 yylex_token: #
1671680667.200117 yylex_token: list-buffers
1671680667.200119 cmd_parse_build_commands: 0 bind
1671680667.200121 cmd_parse_build_commands: argv[0]=bind
1671680667.200122 cmd_parse_build_commands: argv[1]=-N
1671680667.200124 cmd_parse_build_commands: argv[2]=List all paste buffers
1671680667.200125 cmd_parse_build_commands: argv[3]=#
1671680667.200126 cmd_parse_build_commands: argv[4]=list-buffers
1671680667.200128 cmd_parse: bind-key: argv[0]=bind
1671680667.200130 cmd_parse: bind-key: argv[1]=-N
1671680667.200131 cmd_parse: bind-key: argv[2]=List all paste buffers
1671680667.200132 cmd_parse: bind-key: argv[3]=#
1671680667.200134 cmd_parse: bind-key: argv[4]=list-buffers
1671680667.200138 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# list-buffers
1671680667.200140 cmdq_get_command: [bind-key/0x5574e0817f80] group 20
1671680667.200141 cmdq_append <global>: [bind-key/0x5574e0817f80]
1671680667.200143 yylex_token: bind
1671680667.200145 yylex_token: -N
1671680667.200146 yylex_token: Rename current session
1671680667.200148 yylex_token: $
1671680667.200149 yylex_token: command-prompt
1671680667.200151 yylex_token: -I#S
1671680667.200153 yylex_token: rename-session -- '%%'
1671680667.200155 cmd_parse_build_commands: 0 bind
1671680667.200157 cmd_parse_build_commands: argv[0]=bind
1671680667.200158 cmd_parse_build_commands: argv[1]=-N
1671680667.200159 cmd_parse_build_commands: argv[2]=Rename current session
1671680667.200161 cmd_parse_build_commands: argv[3]=$
1671680667.200162 cmd_parse_build_commands: argv[4]=command-prompt
1671680667.200164 cmd_parse_build_commands: argv[5]=-I#S
1671680667.200165 cmd_parse_build_commands: argv[6]=rename-session -- '%%'
1671680667.200166 cmd_parse: bind-key: argv[0]=bind
1671680667.200168 cmd_parse: bind-key: argv[1]=-N
1671680667.200169 cmd_parse: bind-key: argv[2]=Rename current session
1671680667.200171 cmd_parse: bind-key: argv[3]=$
1671680667.200172 cmd_parse: bind-key: argv[4]=command-prompt
1671680667.200174 cmd_parse: bind-key: argv[5]=-I#S
1671680667.200175 cmd_parse: bind-key: argv[6]=rename-session -- '%%'
1671680667.200181 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ command-prompt "-I#S" "rename-session -- '%%'"
1671680667.200183 cmdq_get_command: [bind-key/0x5574e0813410] group 23
1671680667.200187 cmdq_append <global>: [bind-key/0x5574e0813410]
1671680667.200189 yylex_token: bind
1671680667.200191 yylex_token: -N
1671680667.200193 yylex_token: Split window horizontally
1671680667.200194 yylex_get_word: %
1671680667.200196 yylex_token: split-window
1671680667.200197 yylex_token: -h
1671680667.200199 cmd_parse_build_commands: 0 bind
1671680667.200201 cmd_parse_build_commands: argv[0]=bind
1671680667.200202 cmd_parse_build_commands: argv[1]=-N
1671680667.200203 cmd_parse_build_commands: argv[2]=Split window horizontally
1671680667.200205 cmd_parse_build_commands: argv[3]=%
1671680667.200206 cmd_parse_build_commands: argv[4]=split-window
1671680667.200207 cmd_parse_build_commands: argv[5]=-h
1671680667.200209 cmd_parse: bind-key: argv[0]=bind
1671680667.200210 cmd_parse: bind-key: argv[1]=-N
1671680667.200212 cmd_parse: bind-key: argv[2]=Split window horizontally
1671680667.200213 cmd_parse: bind-key: argv[3]=%
1671680667.200215 cmd_parse: bind-key: argv[4]=split-window
1671680667.200216 cmd_parse: bind-key: argv[5]=-h
1671680667.200220 cmd_parse_build_commands: bind-key -N "Split window horizontally" % split-window -h
1671680667.200222 cmdq_get_command: [bind-key/0x5574e08139c0] group 26
